model_id,point_type,threshold,fpr_target,benign_fp,benign_support,benign_fpr,owltron_interaction_fp,owltron_interaction_support,owltron_interaction_fpr,profiling_idle_fp,profiling_idle_support,profiling_idle_fpr,owltron_power_fp,owltron_power_support,owltron_power_fpr,ddos_tcp_tp,ddos_tcp_support,ddos_tcp_recall,dos_tcp_tp,dos_tcp_support,dos_tcp_recall,mqtt_publish_tp,mqtt_publish_support,mqtt_publish_recall,recon_os_scan_tp,recon_os_scan_support,recon_os_scan_recall,macro_attack_group_recall,min_attack_group_recall,macro_benign_pcap_fpr,target_reached
xgboost_22,fixed_threshold,0.85,,3805,22504,0.16908105225737646,3784,9315,0.4062265163714439,10,13149,0.0007605141075366948,11,40,0.275,3213075,3216597,0.9989050540058328,1518555,1520960,0.9984187618346307,176247,177263,0.9942684034457275,5950,6736,0.8833135391923991,0.9687264396196476,0.8833135391923991,0.3532583310930633,
xgboost_22,fixed_threshold,0.9,,2729,22504,0.12126733025239958,2715,9315,0.2914653784219002,7,13149,0.0005323598752756864,7,40,0.175,3212818,3216597,0.9988251559023402,1518216,1520960,0.9981958762886598,176170,177263,0.9938340206360041,5920,6736,0.8788598574821853,0.9674287275772973,0.8788598574821853,0.2646903539512693,
xgboost_22,fixed_threshold,0.925,,2277,22504,0.10118201208674013,2264,9315,0.24304884594739667,6,13149,0.0004563084645220169,7,40,0.175,3212604,3216597,0.9987586259640234,1517854,1520960,0.9979578687144961,176113,177263,0.993512464530105,5893,6736,0.8748515439429929,0.9662701257879044,0.8748515439429929,0.2250116115667824,
xgboost_22,fixed_threshold,0.94,,80,22504,0.0035549235691432635,69,9315,0.007407407407407408,5,13149,0.0003802570537683474,6,40,0.15,3212408,3216597,0.9986976920018268,1517665,1520960,0.9978336050915212,176041,177263,0.9931062883963376,5879,6736,0.8727731591448931,0.9656026861586446,0.8727731591448931,0.024006395104331467,
xgboost_22,fixed_threshold,0.95,,66,22504,0.0029328119445431924,57,9315,0.006119162640901771,4,13149,0.0003042056430146779,5,40,0.125,3212194,3216597,0.99863116206351,1517269,1520960,0.9975732432148117,175994,177263,0.9928411456423506,5866,6736,0.8708432304038005,0.9649721953311181,0.8708432304038005,0.01991574765147976,
xgboost_22,fixed_threshold,0.97,,16,22504,0.0007109847138286527,8,9315,0.0008588298443370907,4,13149,0.0003042056430146779,4,40,0.1,3211707,3216597,0.9984797598207049,1516360,1520960,0.9969755943614559,175860,177263,0.9920852067267281,5839,6736,0.8668349168646081,0.9635938694433742,0.8668349168646081,0.011626868845837897,
xgboost_22,fixed_threshold,0.98,,7,22504,0.0003110558123000355,1,9315,0.00010735373054213633,3,13149,0.00022815423226100844,3,40,0.075,3211047,3216597,0.9982745740296344,1515500,1520960,0.9964101620029455,175676,177263,0.9910472010515449,5814,6736,0.8631235154394299,0.9622138631308887,0.8631235154394299,0.007587124104898127,
xgboost_22,fixed_threshold,0.99,,4,22504,0.00017774617845716317,1,9315,0.00010735373054213633,1,13149,7.605141075366947e-05,2,40,0.05,3209758,3216597,0.9978738399619225,1515002,1520960,0.9960827372185987,174852,177263,0.9863987408539853,5779,6736,0.8579275534441805,0.9595707178696717,0.8579275534441805,0.005071913822747394,
xgboost_22,fixed_threshold,0.995,,1,22504,4.443654461429079e-05,0,9315,0.0,1,13149,7.605141075366947e-05,0,40,0.0,3207313,3216597,0.9971137198722749,1514109,1520960,0.9954956080370292,171116,177263,0.9653227125796133,5752,6736,0.8539192399049881,0.9529628200984764,0.8539192399049881,7.605141075366948e-06,
catboost_22,fixed_threshold,0.5,,6304,22504,0.28012797724848915,6226,9315,0.6683843263553408,68,13149,0.0051714959312495245,10,40,0.25,3213790,3216597,0.9991273386128259,1519419,1520960,0.9989868241110877,176452,177263,0.9954248771599262,6020,6736,0.8937054631828979,0.9718111257666845,0.8937054631828979,0.5346637476666808,
catboost_22,fixed_threshold,0.75,,4373,22504,0.19432100959829363,4348,9315,0.4667740203972088,19,13149,0.0014449768043197201,6,40,0.15,3213298,3216597,0.9989743819322098,1518922,1520960,0.9986600568062276,176190,177263,0.9939468473398284,5903,6736,0.8763361045130641,0.9669793476478324,0.8763361045130641,0.383037349988392,
catboost_22,fixed_threshold,0.85,,3516,22504,0.15623889086384643,3500,9315,0.3757380568974772,13,13149,0.0009886683397977033,3,40,0.075,3212991,3216597,0.9988789394506057,1518595,1520960,0.9984450610140964,175909,177263,0.9923616321510975,5831,6736,0.8656472684085511,0.9638332252560876,0.8656472684085511,0.30262836806498133,
catboost_22,fixed_threshold,0.9,,1073,22504,0.04768041237113402,1062,9315,0.11400966183574879,10,13149,0.0007605141075366948,1,40,0.025,3212605,3216597,0.9987589368515857,1518024,1520960,0.9980696402272249,175598,177263,0.9906071769066302,5783,6736,0.858521377672209,0.9614892829144125,0.858521377672209,0.08021235112617507,
catboost_22,fixed_threshold,0.925,,785,22504,0.03488268752221827,776,9315,0.0833064949006978,8,13149,0.0006084112860293558,1,40,0.025,3211974,3216597,0.9985627667998198,1516625,1520960,0.9971498264254155,175316,177263,0.9890163203827081,5758,6736,0.8548099762470309,0.9598847224637437,0.8548099762470309,0.05935095999446873,
catboost_22,fixed_threshold,0.94,,740,22504,0.03288304301457519,733,9315,0.07869028448738594,6,13149,0.0004563084645220169,1,40,0.025,3211861,3216597,0.9985276365052881,1516292,1520960,0.9969308857563643,175020,177263,0.9873464851661091,5737,6736,0.8516923990498813,0.9586243516194106,0.8516923990498813,0.05490254585919001,
catboost_22,fixed_threshold,0.95,,34,22504,0.001510842516885887,28,9315,0.0030059044551798177,5,13149,0.0003802570537683474,1,40,0.025,3211722,3216597,0.9984844231341383,1516184,1520960,0.9968598779718073,174884,177263,0.9865792635801042,5723,6736,0.8496140142517815,0.9578843947344579,0.8496140142517815,0.0044812242230929935,
catboost_22,fixed_threshold,0.97,,11,22504,0.0004888019907571987,7,9315,0.0007514761137949544,4,13149,0.0003042056430146779,0,40,0.0,3210071,3216597,0.9979711477688998,1515322,1520960,0.9962931306543236,173871,177263,0.9808645910314053,5694,6736,0.8453087885985748,0.955109414513301,0.8453087885985748,0.0005035183809661554,
catboost_22,fixed_threshold,0.98,,5,22504,0.00022218272307145397,2,9315,0.00021470746108427267,3,13149,0.00022815423226100844,0,40,0.0,3209081,3216597,0.9976633690822941,1514038,1520960,0.9954489269934778,173237,177263,0.9772879845201763,5666,6736,0.8411520190023754,0.9528880748995808,0.8411520190023754,0.00015658813430554508,
catboost_22,fixed_threshold,0.99,,0,22504,0.0,0,9315,0.0,0,13149,0.0,0,40,0.0,3207333,3216597,0.9971199376235195,1513417,1520960,0.9950406322322743,152146,177263,0.8583065840023016,5635,6736,0.8365498812351544,0.9217542587733124,0.8365498812351544,0.0,
catboost_22,fixed_threshold,0.995,,0,22504,0.0,0,9315,0.0,0,13149,0.0,0,40,0.0,3205109,3216597,0.9964285236851244,1512963,1520960,0.9947421365453398,134741,177263,0.7601191449992384,5594,6736,0.8304631828978623,0.8954382470318911,0.7601191449992384,0.0,
