modeling_group_key,pcap_count,row_count,tp,fn,recall,attack_score_mean,attack_score_p05,attack_score_p50,attack_score_p95
DDoS|DDoS_TCP,4,3216597,3213856,2741,0.999147857191933,0.9991964515398578,0.9999918937683105,0.9999946355819702,0.9999946355819702
DoS|DoS_TCP,4,1520960,1519398,1562,0.9989730170418682,0.9988291218427092,0.9999942779541016,0.9999942779541016,0.9999942779541016
MQTT|MQTT_DoS_Publish_Flood,1,177263,176477,786,0.9955659105397066,0.9947830044429483,0.996439516544342,0.9995430707931519,0.9999423027038574
Recon|OS_Scan,1,6736,6091,645,0.9042458432304038,0.904645357611827,0.03301561437547207,0.9999896287918091,0.9999973773956299
