benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
owltron_interaction,8,9315,2984,6331,0.6796564680622652,0.32034353193773485,0.6327139025361098,0.9900000095367432,1.0,1.0
owltron_power,1,40,40,0,0.0,1.0,0.09399999938905239,0.2800000011920929,0.28609999537467956,0.28999999165534973
profiling_idle,1,13149,13138,11,0.0008365655182903642,0.9991634344817096,0.017930640980909556,0.07999999821186066,0.20999999344348907,0.75
