model_id,point_type,threshold,fpr_target,benign_fp,benign_support,benign_fpr,owltron_interaction_fp,owltron_interaction_support,owltron_interaction_fpr,profiling_idle_fp,profiling_idle_support,profiling_idle_fpr,owltron_power_fp,owltron_power_support,owltron_power_fpr,ddos_tcp_tp,ddos_tcp_support,ddos_tcp_recall,dos_tcp_tp,dos_tcp_support,dos_tcp_recall,mqtt_publish_tp,mqtt_publish_support,mqtt_publish_recall,recon_os_scan_tp,recon_os_scan_support,recon_os_scan_recall,macro_attack_group_recall,min_attack_group_recall
logistic_regression,fixed_threshold,0.5,,7344,22504,0.32634198364735156,7178,9315,0.7705850778314547,165,13149,0.012548482774355465,1,40,0.025,3212525,3216597,0.9987340658466075,1517288,1520960,0.9975857353250579,176730,177263,0.9969931683430835,5919,6736,0.8787114014251781,0.9680060927349817,0.8787114014251781
logistic_regression,fixed_threshold,0.75,,5798,22504,0.257643085673658,5689,9315,0.6107353730542137,109,13149,0.008289603772149974,0,40,0.0,3211404,3216597,0.9983855608893498,1516049,1520960,0.9967711182411109,175784,177263,0.9916564652521959,5875,6736,0.8721793349168646,0.9647481198248803,0.8721793349168646
logistic_regression,fixed_threshold,0.85,,4381,22504,0.19467650195520797,4281,9315,0.4595813204508857,100,13149,0.007605141075366948,0,40,0.0,3210397,3216597,0.9980724971141862,1514833,1520960,0.9959716231853566,174303,177263,0.9833016478340093,5851,6736,0.8686163895486936,0.9614905394205614,0.8686163895486936
logistic_regression,fixed_threshold,0.9,,3642,22504,0.16183789548524707,3547,9315,0.3807836822329576,95,13149,0.0072248840215986005,0,40,0.0,3208818,3216597,0.9975816056534281,1513650,1520960,0.9951938249526615,171441,177263,0.9671561465167576,5829,6736,0.8653503562945368,0.956320483354346,0.8653503562945368
logistic_regression,fixed_threshold,0.925,,2668,22504,0.11855670103092783,2577,9315,0.27665056360708534,91,13149,0.0069206783785839224,0,40,0.0,3207064,3216597,0.9970363088692802,1512273,1520960,0.9942884756995581,167033,177263,0.9422891409938904,5820,6736,0.8640142517814727,0.9494070443360504,0.8640142517814727
logistic_regression,fixed_threshold,0.94,,569,22504,0.02528439388553146,480,9315,0.05152979066022544,89,13149,0.006768575557076583,0,40,0.0,3204784,3216597,0.9963274852274002,1511206,1520960,0.9935869450873133,160584,177263,0.9059081703457574,5814,6736,0.8631235154394299,0.9397365290249751,0.8631235154394299
logistic_regression,fixed_threshold,0.95,,126,22504,0.00559900462140064,38,9315,0.004079441760601181,88,13149,0.006692524146322914,0,40,0.0,3203347,3216597,0.9958807398004785,1510140,1520960,0.992886071954555,151672,177263,0.8556325911216667,5804,6736,0.8616389548693587,0.9265095894365147,0.8556325911216667
logistic_regression,fixed_threshold,0.97,,107,22504,0.0047547102737291146,23,9315,0.0024691358024691358,84,13149,0.006388318503308237,0,40,0.0,3197680,3216597,0.9941189399853323,1507602,1520960,0.9912173890174627,113488,177263,0.6402238481803874,5793,6736,0.8600059382422803,0.8713915288563657,0.6402238481803874
logistic_regression,fixed_threshold,0.98,,101,22504,0.00448809100604337,21,9315,0.0022544283413848632,80,13149,0.006084112860293559,0,40,0.0,3192072,3216597,0.9923754825363575,1504308,1520960,0.9890516515884704,89538,177263,0.5051138703508347,5776,6736,0.8574821852731591,0.8360057974372054,0.5051138703508347
logistic_regression,fixed_threshold,0.99,,92,22504,0.004088162104514753,17,9315,0.0018250134192163178,75,13149,0.005703855806525211,0,40,0.0,3166124,3216597,0.9843085720716646,1498013,1520960,0.9849128182200715,44155,177263,0.2490931553680125,5747,6736,0.8531769596199525,0.7678728763199252,0.2490931553680125
