benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
profiling_idle,1,4000,3896,104,0.026,0.974,0.03614471953604516,0.19329547807574224,0.8904736799001682,0.9992284774780273
