modeling_group_key,pcap_count,row_count,tp,fn,recall,attack_score_mean,attack_score_p05,attack_score_p50,attack_score_p95
DDoS|DDoS_TCP,4,3216597,3213790,2807,0.9991273386128259,0.9991330632848404,0.9999744296073914,0.9999855160713196,0.9999855160713196
DoS|DoS_TCP,4,1520960,1519419,1541,0.9989868241110877,0.9987578863723758,0.9999841451644897,0.9999841451644897,0.9999841451644897
MQTT|MQTT_DoS_Publish_Flood,1,177263,176452,811,0.9954248771599262,0.9915240924647324,0.9870678186416626,0.9991739988327026,0.9999672174453735
Recon|OS_Scan,1,6736,6020,716,0.8937054631828979,0.8939989559778794,0.02707418380305171,0.999983012676239,0.999998152256012
