benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
owltron_interaction,8,9315,2137,7178,0.7705850778314547,0.22941492216854537,0.6883883953899419,0.9401143908500671,0.9444216692447662,0.9999996423721313
owltron_power,1,40,39,1,0.025,0.975,0.04606331100669423,0.2952897697687145,0.470631755888462,0.5036283135414124
profiling_idle,1,13149,12984,165,0.012548482774355465,0.9874515172256445,0.019438989199904864,0.062176918238401394,0.5936539888381961,1.0
