modeling_group_key,pcap_count,row_count,tp,fn,recall,attack_score_mean,attack_score_p05,attack_score_p50,attack_score_p95
DDoS|DDoS_TCP,4,3216597,3212525,4072,0.9987340658466075,0.9939492699188772,0.9918740391731262,0.9950886368751526,0.9970310926437378
DoS|DoS_TCP,4,1520960,1517288,3672,0.9975857353250579,0.9942572266051196,0.9967272281646729,0.9970265030860901,0.9970308542251587
MQTT|MQTT_DoS_Publish_Flood,1,177263,176730,533,0.9969931683430835,0.9680196119763174,0.9196520149707794,0.9803822040557861,0.9929885268211365
Recon|OS_Scan,1,6736,5919,817,0.8787114014251781,0.8829524009954964,0.01136765768751502,0.999996542930603,1.0
