benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
owltron_interaction,8,9315,5473,3842,0.4124530327428878,0.5875469672571122,0.4849016599673068,0.5427027940750122,0.5427027940750122,0.6456387042999268
owltron_power,1,40,30,10,0.25,0.75,0.47096010819077494,0.5398127794265747,0.5557043921947479,0.5609891414642334
profiling_idle,1,13149,12131,1018,0.07742033614723554,0.9225796638527645,0.3955109212002162,0.5090668201446533,0.5383367538452148,0.6819445490837097
