modeling_group_key,pcap_count,row_count,tp,fn,recall,attack_score_mean,attack_score_p05,attack_score_p50,attack_score_p95
DDoS|DDoS_TCP,4,3216597,3213911,2686,0.9991649560078555,0.99918518929448,0.9999330043792725,0.9999724626541138,0.9999775886535645
DoS|DoS_TCP,4,1520960,1519489,1471,0.9990328476751525,0.9988541523267839,0.9999411106109619,0.9999745488166809,0.999980628490448
MQTT|MQTT_DoS_Publish_Flood,1,177263,176984,279,0.9984260674816515,0.9953404278073869,0.9942091703414917,0.9981539249420166,0.9998064637184143
Recon|OS_Scan,1,6736,5998,738,0.8904394299287411,0.8914102107710083,0.05090159922838211,0.9999800324440002,0.9999985694885254
