benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
owltron_interaction,8,9315,4575,4740,0.5088566827697263,0.49114331723027377,0.5478019126395473,0.9315325260162354,0.9458034634590149,0.9877276420593262
owltron_power,1,40,40,0,0.0,1.0,0.038518447163005474,0.197284509986639,0.22154128924012184,0.23130758106708527
profiling_idle,1,13149,13112,37,0.0028139021978857708,0.9971860978021142,0.011625479244990713,0.041829621791839584,0.23371772348880868,0.9814310073852539
