model_id,smoke_only,roc_auc,pr_auc,precision,attack_recall,f1,specificity,benign_fpr,benign_fp_count,benign_support,false_positives_per_10k_benign,balanced_accuracy,accuracy,macro_attack_group_recall,macro_pcap_attack_recall,macro_benign_pcap_fpr,fit_duration_seconds,validation_duration_seconds,convergence_warning
logistic_regression,true,0.9954582251082251,0.9965488077740176,0.973364024991779,0.9866666666666667,0.9799702036086739,0.9474025974025974,0.052597402597402594,81,1540,525.974025974026,0.967034632034632,0.9733480176211454,0.9866666666666667,0.9866666666666666,0.13066666666666668,0.03824195824563503,0.19844499975442886,
hist_gradient_boosting,true,0.9979006493506494,0.9988795831735596,0.9854208084824387,0.9913333333333333,0.9883682286473912,0.9714285714285714,0.02857142857142857,44,1540,285.7142857142857,0.9813809523809524,0.9845814977973568,0.9913333333333334,0.9913333333333334,0.12211111111111111,2.506963707972318,0.2428828328847885,
