benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
owltron_interaction,8,9315,4935,4380,0.47020933977455714,0.5297906602254429,0.45411374649562597,0.9466019868850708,0.9576895833015442,0.9855223894119263
owltron_power,1,40,40,0,0.0,1.0,0.038903159328037874,0.1394705146551132,0.16620782420039176,0.17778892815113068
profiling_idle,1,13149,13136,13,0.0009886683397977033,0.9990113316602023,0.007969913223714604,0.03845070749521245,0.13599414587020878,0.9653626084327698
