modeling_group_key,pcap_count,row_count,tp,fn,recall,attack_score_mean,attack_score_p05,attack_score_p50,attack_score_p95
DDoS|DDoS_TCP,4,3216597,3214006,2591,0.9991944903262672,0.9959427940870468,0.9900000095367432,1.0,1.0
DoS|DoS_TCP,4,1520960,1519575,1385,0.9990893909110036,0.9959446137905551,0.9900000095367432,1.0,1.0
MQTT|MQTT_DoS_Publish_Flood,1,177263,177013,250,0.9985896662021967,0.9579878521048701,0.8199999928474426,0.9900000095367432,1.0
Recon|OS_Scan,1,6736,6042,694,0.8969714964370546,0.8948797513396234,0.09000000357627869,1.0,1.0
