benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
owltron_interaction,8,9315,2811,6504,0.6982286634460547,0.3017713365539452,0.626205046352357,0.9800000190734863,1.0,1.0
owltron_power,1,40,40,0,0.0,1.0,0.08299999977461994,0.3020000115036963,0.34609999775886535,0.3499999940395355
profiling_idle,1,13149,13138,11,0.0008365655182903642,0.9991634344817096,0.01682485349199257,0.09000000357627869,0.23000000417232513,0.8899999856948853
