benign_group,pcap_count,row_count,tn,fp,fpr,specificity,attack_score_mean,attack_score_p95,attack_score_p99,max_attack_score
owltron_interaction,8,9315,3070,6245,0.6704240472356414,0.3295759527643586,0.6043080699593307,0.9307425439357756,0.9382840394973755,0.9847962260246277
owltron_power,1,40,40,0,0.0,1.0,0.03147923198011995,0.20395661443471902,0.2983444555103778,0.3453027904033661
profiling_idle,1,13149,13100,49,0.0037265191269298045,0.9962734808730702,0.010207128272056202,0.03918348923325523,0.18986627697944658,0.9995555877685547
