model_id,smoke_only,roc_auc,pr_auc,precision,attack_recall,f1,specificity,benign_fpr,benign_fp_count,benign_support,false_positives_per_10k_benign,balanced_accuracy,accuracy,macro_attack_group_recall,macro_pcap_attack_recall,macro_benign_pcap_fpr,fit_duration_seconds,validation_duration_seconds,convergence_warning
logistic_regression,false,0.9949197702834915,0.999911939374788,0.9985072582130271,0.9981522103985,0.9983297027382998,0.6736580163526484,0.32634198364735156,7344,22504,3263.4198364735157,0.8359051133755742,0.9966752021617861,0.9680060927349817,0.9860872982307342,0.6168059124119429,1.5887710410170257,4.581376959104091,
hist_gradient_boosting,false,0.9994477405872135,0.9999974765147623,0.9987213855678682,0.9989161964224322,0.9988187814961126,0.7203163881976538,0.27968361180234624,6294,22504,2796.8361180234624,0.859616292310043,0.9976480867950631,0.9739803472716626,0.9890151677094483,0.4996666741502874,10.120928291697055,16.73100750008598,
